Epoch	Train Loss	Train Accuracy	Validation Accuracy
2024-04-09 20:39:55.083995	,276	,0.8013,	0.0000,	0.2247
2024-04-09 20:40:04.135813	,277	,0.8509,	0.0000,	0.2180
2024-04-09 20:40:13.238613	,278	,0.8218,	0.0000,	0.2220
2024-04-09 20:40:22.369998	,279	,0.8205,	0.0000,	0.2393
2024-04-09 20:40:31.431378	,280	,0.8237,	0.0000,	0.2533
2024-04-09 20:40:40.480971	,281	,0.8047,	0.0000,	0.2347
2024-04-09 20:40:49.548093	,282	,0.8304,	0.0000,	0.1967
2024-04-09 20:40:58.744199	,283	,0.7945,	0.0000,	0.2367
2024-04-09 20:41:07.864093	,284	,0.8478,	0.0000,	0.2247
2024-04-09 20:41:17.007191	,285	,0.8392,	0.0000,	0.2180
2024-04-09 20:41:26.114781	,286	,0.8513,	0.0000,	0.2220
2024-04-09 20:41:35.534329	,287	,0.8361,	0.0000,	0.2393
2024-04-09 20:41:44.544189	,288	,0.7866,	0.0000,	0.2533
2024-04-09 20:41:53.762674	,289	,0.8278,	0.0000,	0.2347
2024-04-09 20:42:02.887654	,290	,0.8071,	0.0000,	0.1967
2024-04-09 20:42:11.947043	,291	,0.8110,	0.0000,	0.2367
2024-04-09 20:42:21.049309	,292	,0.7675,	0.0000,	0.2247
2024-04-09 20:42:30.162979	,293	,0.7889,	0.0000,	0.2180
2024-04-09 20:42:39.380263	,294	,0.8144,	0.0000,	0.2220
2024-04-09 20:42:48.568610	,295	,0.7991,	0.0000,	0.2393
2024-04-09 20:42:57.826199	,296	,0.8093,	0.0000,	0.2533
2024-04-09 20:43:06.982204	,297	,0.8041,	0.0000,	0.2347
2024-04-09 20:43:16.195413	,298	,0.8131,	0.0000,	0.1967
2024-04-09 20:43:25.574904	,299	,0.8035,	0.0000,	0.2367
2024-04-09 20:43:34.540627	,300	,0.8066,	0.0000,	0.2247
2024-04-09 20:43:43.701283	,301	,0.8040,	0.0000,	0.2180
2024-04-09 20:43:52.834878	,302	,0.7953,	0.0000,	0.2220
2024-04-09 20:44:02.068943	,303	,0.8438,	0.0000,	0.2393
2024-04-09 20:44:11.172534	,304	,0.7912,	0.0000,	0.2533
2024-04-09 20:44:20.221898	,305	,0.7743,	0.0000,	0.2347
2024-04-09 20:44:29.336658	,306	,0.8320,	0.0000,	0.1967
2024-04-09 20:44:38.469823	,307	,0.7940,	0.0000,	0.2367
2024-04-09 20:44:47.558754	,308	,0.8105,	0.0000,	0.2247
2024-04-09 20:44:56.667393	,309	,0.7890,	0.0000,	0.2180
2024-04-09 20:45:06.005101	,310	,0.8457,	0.0000,	0.2220
2024-04-09 20:45:15.246669	,311	,0.8310,	0.0000,	0.2393
2024-04-09 20:45:24.579172	,312	,0.7790,	0.0000,	0.2533
2024-04-09 20:45:33.946978	,313	,0.7872,	0.0000,	0.2347
2024-04-09 20:45:42.873263	,314	,0.8622,	0.0000,	0.1967
2024-04-09 20:45:52.184109	,315	,0.8240,	0.0000,	0.2367
2024-04-09 20:46:01.854683	,316	,0.8042,	0.0000,	0.2247
2024-04-09 20:46:11.507421	,317	,0.7882,	0.0000,	0.2180
2024-04-09 20:46:20.965628	,318	,0.7852,	0.0000,	0.2220
2024-04-09 20:46:30.294455	,319	,0.7974,	0.0000,	0.2393
2024-04-09 20:46:39.735753	,320	,0.7832,	0.0000,	0.2533
2024-04-09 20:46:49.124030	,321	,0.8008,	0.0000,	0.2347
2024-04-09 20:46:58.394304	,322	,0.8163,	0.0000,	0.1967
2024-04-09 20:47:07.412433	,323	,0.7964,	0.0000,	0.2367
2024-04-09 20:47:16.507348	,324	,0.8132,	0.0000,	0.2247
2024-04-09 20:47:25.489480	,325	,0.7722,	0.0000,	0.2180
2024-04-09 20:47:34.651340	,326	,0.7563,	0.0000,	0.2220
2024-04-09 20:47:43.906247	,327	,0.7847,	0.0000,	0.2393
2024-04-09 20:47:52.987861	,328	,0.8337,	0.0000,	0.2533
2024-04-09 20:48:02.119033	,329	,0.7962,	0.0000,	0.2347
2024-04-09 20:48:11.399424	,330	,0.7980,	0.0000,	0.1967
2024-04-09 20:48:20.529120	,331	,0.7950,	0.0000,	0.2367
2024-04-09 20:48:29.568198	,332	,0.7835,	0.0000,	0.2247
2024-04-09 20:48:38.748468	,333	,0.7958,	0.0000,	0.2180
2024-04-09 20:48:47.963686	,334	,0.8123,	0.0000,	0.2220
2024-04-09 20:48:57.223307	,335	,0.8235,	0.0000,	0.2393
2024-04-09 20:49:06.316886	,336	,0.7864,	0.0000,	0.2533
2024-04-09 20:49:15.444238	,337	,0.7761,	0.0000,	0.2347
2024-04-09 20:49:24.551893	,338	,0.7876,	0.0000,	0.1967
2024-04-09 20:49:33.627635	,339	,0.7400,	0.0000,	0.2367
2024-04-09 20:49:42.817543	,340	,0.7464,	0.0000,	0.2247
2024-04-09 20:49:52.081877	,341	,0.7877,	0.0000,	0.2180
2024-04-09 20:50:01.379588	,342	,0.7723,	0.0000,	0.2220
2024-04-09 20:50:10.473242	,343	,0.7809,	0.0000,	0.2393
2024-04-09 20:50:19.840550	,344	,0.7914,	0.0000,	0.2533
2024-04-09 20:50:29.366213	,345	,0.7694,	0.0000,	0.2347
2024-04-09 20:50:38.626633	,346	,0.7881,	0.0000,	0.1967
2024-04-09 20:50:47.860067	,347	,0.7825,	0.0000,	0.2367
2024-04-09 20:50:57.430755	,348	,0.7957,	0.0000,	0.2247
2024-04-09 20:51:06.754317	,349	,0.7507,	0.0000,	0.2180
2024-04-09 20:51:17.831609	,350	,0.7940,	0.0000,	0.2220
2024-04-09 20:51:27.125462	,351	,0.8021,	0.0000,	0.2393
2024-04-09 20:51:36.508986	,352	,0.8023,	0.0000,	0.2533
2024-04-09 20:51:45.616242	,353	,0.7825,	0.0000,	0.2347
2024-04-09 20:51:55.048215	,354	,0.7827,	0.0000,	0.1967
2024-04-09 20:52:04.427484	,355	,0.7470,	0.0000,	0.2367
2024-04-09 20:52:13.834441	,356	,0.8025,	0.0000,	0.2247
2024-04-09 20:52:23.808200	,357	,0.7912,	0.0000,	0.2180
2024-04-09 20:52:33.872593	,358	,0.7782,	0.0000,	0.2220
2024-04-09 20:52:43.057710	,359	,0.7735,	0.0000,	0.2393
2024-04-09 20:52:52.262887	,360	,0.7902,	0.0000,	0.2533
2024-04-09 20:53:01.581498	,361	,0.7644,	0.0000,	0.2347
2024-04-09 20:53:10.728626	,362	,0.7892,	0.0000,	0.1967
2024-04-09 20:53:19.939827	,363	,0.7612,	0.0000,	0.2367
2024-04-09 20:53:29.047863	,364	,0.7767,	0.0000,	0.2247
2024-04-09 20:53:38.254795	,365	,0.7756,	0.0000,	0.2180
2024-04-09 20:53:47.494964	,366	,0.7767,	0.0000,	0.2220
2024-04-09 20:53:56.627555	,367	,0.7922,	0.0000,	0.2393
2024-04-09 20:54:05.837680	,368	,0.7774,	0.0000,	0.2533
2024-04-09 20:54:14.925603	,369	,0.7653,	0.0000,	0.2347
2024-04-09 20:54:24.075309	,370	,0.7531,	0.0000,	0.1967
2024-04-09 20:54:33.337039	,371	,0.7733,	0.0000,	0.2367
2024-04-09 20:54:42.718515	,372	,0.7395,	0.0000,	0.2247
2024-04-09 20:54:51.947852	,373	,0.7892,	0.0000,	0.2180
